,percent_dem,percent_gop,state_abbr,GeoName
3014,0.45374581,0.497662205,WI,Racine County
3015,0.44925898,0.505023863,WI,Richland County
3016,0.52417947,0.419532801,WI,Rock County
3017,0.308863281,0.649310001,WI,Rusk County
3018,0.470324605,0.473493822,WI,Sauk County
3019,0.366422042,0.595468006,WI,Sawyer County
3020,0.307457989,0.646900543,WI,Shawano County
3021,0.388334191,0.555292503,WI,Sheboygan County
3022,0.37369444,0.55795724,WI,St. Croix County
3023,0.254645853,0.699692046,WI,Taylor County
3024,0.415654223,0.542669906,WI,Trempealeau County
3025,0.447474107,0.49277813,WI,Vernon County
3026,0.354493422,0.607225154,WI,Vilas County
3027,0.369903105,0.570456793,WI,Walworth County
3028,0.362402031,0.596533834,WI,Washburn County
3029,0.27350943,0.678448706,WI,Washington County
3030,0.339516361,0.610962263,WI,Waukesha County
3031,0.325722804,0.628182496,WI,Waupaca County
3032,0.317866399,0.641167126,WI,Waushara County
3033,0.431402226,0.505832906,WI,Winnebago County
3034,0.377386508,0.570163343,WI,Wood County
3035,0.201361222,0.748505976,WV,Barbour County
3036,0.287280804,0.659574468,WV,Berkeley County
3037,0.206031893,0.749133349,WV,Boone County
3038,0.259727434,0.694449931,WV,Braxton County
3039,0.267190776,0.689098532,WV,Brooke County
3040,0.345738662,0.600837895,WV,Cabell County
3041,0.175115207,0.77688172,WV,Calhoun County
3042,0.191345504,0.773833671,WV,Clay County
3043,0.127388535,0.830502477,WV,Doddridge County
3044,0.279581221,0.675775334,WV,Fayette County
3045,0.212420886,0.747231013,WV,Gilmer County
3046,0.103134479,0.877249747,WV,Grant County
3047,0.267663043,0.679276316,WV,Greenbrier County
3048,0.184176697,0.776674068,WV,Hampshire County
3049,0.256842272,0.701629489,WV,Hancock County
3050,0.207406177,0.754566589,WV,Hardy County
3051,0.275405483,0.67055404,WV,Harrison County
3052,0.218698381,0.739924017,WV,Jackson County
3053,0.393968426,0.547506977,WV,Jefferson County
3054,0.373153235,0.579550909,WV,Kanawha County
3055,0.194045025,0.761801017,WV,Lewis County
3056,0.205352032,0.752289639,WV,Lincoln County
3057,0.169062119,0.801136825,WV,Logan County
3058,0.3023134,0.636927106,WV,Marion County
3059,0.221203088,0.731101429,WV,Marshall County
3060,0.204547701,0.751062778,WV,Mason County
3061,0.231267195,0.746722771,WV,McDowell County
3062,0.204590078,0.757537414,WV,Mercer County
3063,0.176950044,0.785013146,WV,Mineral County
3064,0.14415461,0.831766818,WV,Mingo County
3065,0.40769037,0.511515966,WV,Monongalia County
3066,0.192063492,0.764902998,WV,Monroe County
3067,0.205370007,0.74891945,WV,Morgan County
3068,0.194033031,0.76387853,WV,Nicholas County
3069,0.305965542,0.621639823,WV,Ohio County
3070,0.226027397,0.743462017,WV,Pendleton County
3071,0.198083067,0.748242812,WV,Pleasants County
3072,0.255319149,0.683614258,WV,Pocahontas County
3073,0.19522639,0.753389898,WV,Preston County
3074,0.236632165,0.714110379,WV,Putnam County
3075,0.217051619,0.744942172,WV,Raleigh County
3076,0.251849112,0.701090976,WV,Randolph County
3077,0.121287129,0.835643564,WV,Ritchie County
3078,0.233091326,0.720672526,WV,Roane County
3079,0.244687436,0.710542604,WV,Summers County
3080,0.228224069,0.72345337,WV,Taylor County
3081,0.216512702,0.738163972,WV,Tucker County
3082,0.139464236,0.81938691,WV,Tyler County
3083,0.19204793,0.759368192,WV,Upshur County
3084,0.221087533,0.734549072,WV,Wayne County
3085,0.187478849,0.772927242,WV,Webster County
3086,0.217735422,0.720562106,WV,Wetzel County
3087,0.158921162,0.789626556,WV,Wirt County
3088,0.236186748,0.713864307,WV,Wood County
3089,0.135868869,0.835830452,WV,Wyoming County
3090,0.419488429,0.462911084,WY,Albany County
3091,0.116952156,0.800748179,WY,Big Horn County
3092,0.073822135,0.879732367,WY,Campbell County
3093,0.206290323,0.711129032,WY,Carbon County
3094,0.101953602,0.842490842,WY,Converse County
3095,0.071864227,0.887562981,WY,Crook County
3096,0.253883818,0.675028713,WY,Fremont County
3097,0.161878066,0.774001402,WY,Goshen County
3098,0.157790927,0.764891519,WY,Hot Springs County
3099,0.146700391,0.799494137,WY,Johnson County
3100,0.289698335,0.621955188,WY,Laramie County
3101,0.131578947,0.807216004,WY,Lincoln County
3102,0.202289724,0.723940541,WY,Natrona County
3103,0.088666153,0.860447186,WY,Niobrara County
3104,0.173226732,0.759532595,WY,Park County
3105,0.161210762,0.770627803,WY,Platte County
3106,0.206245154,0.723620216,WY,Sheridan County
3107,0.149872004,0.793344194,WY,Sublette County
3108,0.194045976,0.729428006,WY,Sweetwater County
3109,0.600607753,0.321944809,WY,Teton County
3110,0.149261145,0.764187259,WY,Uinta County
3111,0.14320323,0.783580081,WY,Washakie County
3112,0.088182364,0.869226155,WY,Weston County
